"gene_symbol","logFC","logCPM","F","PValue","FDR","gene"
"HIGD1AP14",-0.599210343750855,-3.48019978916775,1.18118742202161,0.279687045756464,0.590576819743674,"HIGD1AP14"
"CASP6",-0.321665817202314,2.03911719490035,2.31444630256116,0.135605463573324,0.41951371366466,"CASP6"
"AC004067.5",-0.28494920080627,-1.24017905674655,0.961864077968183,0.332439921875706,0.638232452129904,"AC004067.5"
"PLA2G12A",-0.104823470489305,4.89976543698449,1.46838341674035,0.232313506243453,0.538527537793501,"PLA2G12A"
"CFI",1.45461223044643,3.63246302318514,2.53885989709059,0.119350612977693,0.39249274488589,"CFI"
"RP11-602N24.3",0.173703665296068,-1.41777938774233,0.342934851742814,0.561322108136169,0.799178888042497,"RP11-602N24.3"
"GAR1",-0.262989756531459,3.14008115366685,6.45253301682043,0.0148304443388962,0.137570919490031,"GAR1"
"RRH",0.0806957074583353,-0.419876483449379,0.117864284685498,0.733077349705045,0.890451527318472,"RRH"
"LRIT3",0.0720181264921639,0.0755850370355053,0.122500944363363,0.728078836074406,0.888034723350133,"LRIT3"
"EGF",-1.10990826370625,0.432770495233957,7.94083291168008,0.00740864455945192,0.0965326362732911,"EGF"
"ELOVL6",0.122667592290535,6.9217247588012,1.80375166612495,0.186407727878621,0.48705011042031,"ELOVL6"
"RP11-115A14.1",-0.329072207444672,-3.62192139443545,0.198349917590585,0.656956111097105,0.852683383727315,"RP11-115A14.1"
"ZBED1P1",-1.84620333155123,-4.29670587247422,2.97430572094536,0.0996315044765931,0.35779943336455,"ZBED1P1"
"ENPEP",-0.156746029335237,-0.531380027186797,0.256113856864933,0.615456736273863,0.831048378132417,"ENPEP"
"snoU2_19",2.02662685003355,-4.24807850005229,2.63793666240048,0.115534772837882,0.386002404286859,"snoU2_19"
"RP11-380D23.1",0.878584326459888,-4.38087062195364,0.808885789946325,0.390526505834838,0.684541048301585,"RP11-380D23.1"
"RP11-380D23.2",0.355768313271522,-4.4152026406286,0.277736630853214,0.615594388140559,0.831048378132417,"RP11-380D23.2"
"PITX2",-0.0568850889788054,-2.05439145405599,0.0212897664871717,0.884662433202231,0.960439235811872,"PITX2"
"RP11-269F21.3",-1.33481945615042,-3.76350773096889,3.05344511762221,0.0840088432905159,0.329963504949376,"RP11-269F21.3"
"C4orf32",0.0647738015185604,1.57512915255092,0.185576790623232,0.668807908575233,0.85910821804253,"C4orf32"
"RP11-73K9.2",-0.28198335755245,0.454411909354369,2.74846041110466,0.104750166968491,0.367693351849977,"RP11-73K9.2"
"AP1AR",-0.0238167530859277,5.27252650665911,0.0870917599169044,0.769348314929653,0.907560372790819,"AP1AR"
"RP11-73K9.3",-0.42563994468555,-3.2721690550941,0.803874197938574,0.372375475386219,0.671772778390553,"RP11-73K9.3"
"TIFA",0.0109757784023785,2.39452728584785,0.00428020682278707,0.948144666959256,0.987334794543744,"TIFA"
"ALPK1",0.259319397624308,0.404929615093437,0.520250570519029,0.474733321389279,0.745848482165922,"ALPK1"
"RTEL1P1",0.348683416370602,-4.12594331819791,0.200040114215795,0.65674649969741,0.852683383727315,"RTEL1P1"
"TOX4P1",-0.600298114894802,-3.1386220652972,2.59956552720564,0.110878127950232,0.378505745380311,"TOX4P1"
"NEUROG2",0.0379264236085866,2.12402696588562,0.0340329096893002,0.85451696640917,0.947025051825342,"NEUROG2"
"RP11-402J6.1",-0.107073109783762,0.123226339501038,0.323275401360268,0.572658423115938,0.806326080417116,"RP11-402J6.1"
"C4orf21",0.352389068113215,3.66721256813048,5.12455051475442,0.0287679303883324,0.194769421357712,"C4orf21"
"RP11-402J6.3",-0.983138711243897,-2.30201868469443,12.9716454488262,0.000737663453498783,0.0296056742750279,"RP11-402J6.3"
"LARP7",0.233268034115442,4.34981990679189,5.08833037210599,0.0293066540155102,0.196622595042033,"LARP7"
"MIR302B",-0.0390588838327822,-2.40149028055511,0.0132336419160566,0.908888741876085,0.971822355519473,"MIR302B"
"MIR367",-0.367456707587983,-4.13270412330776,0.172840941769556,0.679644541359631,0.864120296212287,"MIR367"
"MIR302D",1.88134785522009,-3.80893927839653,6.35618163312257,0.0136313138381435,0.131696521069519,"MIR302D"
"MIR302A",0.780077661157136,-3.68176755273648,1.97467995977649,0.163174115484776,0.458160984712932,"MIR302A"
"MIR302C",0.0837263160957492,-3.66437874631447,0.0307945144507319,0.861035918507085,0.949872841328064,"MIR302C"
"OSTCP4",0.147913983667777,-3.77311841448285,0.0384979697578461,0.844840924861096,0.943347885085104,"OSTCP4"
"RP11-148B6.2",0.154108072568229,-3.1359174593841,0.135820251445213,0.713472611436405,0.881329370555895,"RP11-148B6.2"
"RP11-119H12.1",-0.609239990566923,-3.08301448529728,0.991764105668134,0.322414333319899,0.629502392799647,"RP11-119H12.1"
"RPL7AP30",-0.384237229578542,-0.662032624665769,3.6645313492967,0.0624557565679857,0.285348702195016,"RPL7AP30"
"RP11-119H12.3",0.0545347190456219,-2.54735764741715,0.013000755109973,0.909651829577159,0.972010014968665,"RP11-119H12.3"
"ANK2",0.134868299437148,9.593027015534,1.7684686295219,0.190689952750158,0.491296164445617,"ANK2"
"RP11-119H12.4",0.34389044078224,-1.62762345991574,1.15050564264265,0.289573194472537,0.601007369715402,"RP11-119H12.4"
"RP11-119H12.6",0.102943437672664,-3.73366089469694,0.0164406196935129,0.898223193215658,0.967360064889542,"RP11-119H12.6"
"RP11-650J17.1",0.0437587354953,-2.41507235565594,0.00788632311945491,0.929591816204677,0.980552187467222,"RP11-650J17.1"
"RP11-650J17.2",0.768417846448093,-3.49509653737388,1.12457607840408,0.291659376633311,0.603324076452394,"RP11-650J17.2"
"AC004057.1",0.0518837083364426,3.41969149088952,0.0329660068446538,0.856828855418731,0.948306632448256,"AC004057.1"
"CAMK2D",0.0614690869140704,6.52587036458856,0.310888246347976,0.580068798559514,0.810784532181408,"CAMK2D"
"ARSJ",-1.73362329503607,2.08360486693787,10.4884074762099,0.00246556368581142,0.056331960966293,"ARSJ"
"RP11-26P13.2",-0.879661546306738,-3.53827256287199,1.94335539675629,0.166319448697058,0.462165838892286,"RP11-26P13.2"
"UGT8",0.153520118231039,1.62418625376838,0.382361119655651,0.539652980799854,0.784905237751693,"UGT8"
"CIR1P2",-0.868333669782456,-3.8227063971275,1.78480276833791,0.184813933212849,0.485505123939616,"CIR1P2"
"NDST4",-0.170081676616166,1.17297090123786,0.382125908096284,0.539778365164562,0.784905237751693,"NDST4"
"ACTN4P1",-1.44317878978812,-3.92622492609139,5.33071065584246,0.023937457123648,0.177934628245913,"ACTN4P1"
"TRAM1L1",0.220085772486077,2.89701595837115,2.24758716215248,0.141236162422019,0.428469684758708,"TRAM1L1"
"AC107399.2",0,-4.43374873253022,0,1,1,"AC107399.2"
"AC113617.1",0,-4.43374873253022,0,1,1,"AC113617.1"
"AC092661.1",-0.618049327208407,-3.24399642326399,0.877203626660717,0.351591045955982,0.654988956437891,"AC092661.1"
"NT5C3AP1",-0.494964129625573,0.0338743066939134,9.09660249386867,0.00432562324232995,0.0749672676639948,"NT5C3AP1"
"NDST3",0.0306420178299191,4.21335267020971,0.00496841291063545,0.9441695581202,0.986221830982483,"NDST3"
"FKBP4P1",1.59007286660357,-3.89739447669713,2.49714321776546,0.118002791692052,0.39035349016886,"FKBP4P1"
"SNHG8",-0.0166447766716938,2.60298703195476,0.0148348266114606,0.903634511817626,0.969926724213485,"SNHG8"
"PRSS12",-1.0252284197494,2.79545425953701,5.18636667766313,0.0283376933844292,0.193672632484798,"PRSS12"
"CEP170P1",-0.0438725485333212,3.06169333262174,0.13202667513628,0.718146171809853,0.883495774918038,"CEP170P1"
"RP11-384K6.6",0.463561137440859,4.00381861211998,17.4910835710582,0.000141927922041546,0.0117681611428404,"RP11-384K6.6"
"RP11-384K6.2",0.532657771958872,2.65730512152489,21.1229893039939,3.8490375158586e-05,0.00582481923980628,"RP11-384K6.2"
"CICP16",0.342569387127034,2.10646097000906,5.10923389013403,0.0289958302284699,0.195569035505883,"CICP16"
"RP11-384K6.4",0.525742640893489,-0.0620596459532168,8.54625405875548,0.0055518516482343,0.0843095025318724,"RP11-384K6.4"
"METTL14",0.0947473646151446,5.09909747187665,1.08128071728593,0.304307058570953,0.614600835125685,"METTL14"
"SEC24D",-0.1914103230279,4.38092699544601,0.453385598204584,0.504626427462421,0.763500311624916,"SEC24D"
"SYNPO2",-0.355619935265085,1.26839764549933,0.587140649189392,0.448063588939004,0.728853848256269,"SYNPO2"
"RP11-21I10.2",0.865790302625068,-3.51934073467524,1.56822473409982,0.213615562543211,0.518342882999143,"RP11-21I10.2"
"MYOZ2",0.18262151753068,-3.00614323933711,0.057136074233239,0.811802889851533,0.928776553160206,"MYOZ2"
"RP11-455G16.1",-1.36336935059181,-3.90054768145647,3.4198487732177,0.0683449961407401,0.298579104220176,"RP11-455G16.1"
"USP53",-0.152443538020388,3.44994797358014,0.730567324953028,0.397505484335336,0.689812982274866,"USP53"
"C4orf3",-0.0634930990969528,6.34624202927735,0.64616213426369,0.425973826106012,0.712002907855354,"C4orf3"
"KLHL2P1",-0.0804573098058207,-1.05157712727627,0.123463800669994,0.727091173611941,0.887836807029785,"KLHL2P1"
"RP11-548H18.2",0.0579740775035159,0.454231647179309,0.0655186309802049,0.799218375170881,0.922196552428035,"RP11-548H18.2"
"RP11-33B1.4",0.405012248590326,0.870907009296188,5.81468560017952,0.0203092221125009,0.162989428796797,"RP11-33B1.4"
"RP11-33B1.2",0.0616660079062993,-0.160872066753428,0.0866032885975281,0.769986759926672,0.908020719846075,"RP11-33B1.2"
"RP11-33B1.1",0.046166363409311,4.81734640861134,0.245087618144562,0.623112374849166,0.834653444987007,"RP11-33B1.1"
"RP11-33B1.3",0.332424975133572,-1.09032992613689,2.23160093371316,0.142789794261289,0.430281916861839,"RP11-33B1.3"
"PDE5A",-0.496525166199324,5.51926845613003,1.79741620576535,0.187860000203985,0.488245869547584,"PDE5A"
"SNORA11",0.136841731960639,-0.343300791302283,0.414918057979574,0.522986411481524,0.77580710239942,"SNORA11"
"RP11-96A1.5",-1.27358787568051,-4.18079774616284,1.79905646237957,0.188294255938509,0.488384156110742,"RP11-96A1.5"
"MAD2L1",-0.632281307093961,2.70998092953373,5.90832555384038,0.0194841987645942,0.159867069221677,"MAD2L1"
"RP11-679C8.2",-0.428421032224367,-2.77913907862498,1.05267239848057,0.309057428701594,0.619375031776272,"RP11-679C8.2"
"PRDM5",0.164180734626409,2.28778809435674,1.28921425973891,0.262574516999511,0.573731832297925,"PRDM5"
"SETP12",0.0335780509666771,-4.06706174548805,0.00159673787080415,0.968262738696416,0.994552483484105,"SETP12"
"NDNF",0.347528322757174,2.82449986697956,0.781605722284027,0.381993796918939,0.678910083453941,"NDNF"
"RP11-647P12.1",0.457564489896958,-3.97804034577283,0.277119791853272,0.600128840790199,0.823690307815466,"RP11-647P12.1"
"TNIP3",0.100430118287316,-1.58757822830642,0.134196141277574,0.71597946344566,0.882446556956764,"TNIP3"
"QRFPR",-0.594935449605526,-1.58581181414452,1.31461374840743,0.258264648536333,0.569353089505855,"QRFPR"
"ANXA5",-0.588815881368515,5.65075892349439,9.10858875055224,0.00437628097169778,0.0753656937003507,"ANXA5"
"TMEM155",-1.01156599695032,-2.78598829055693,4.61154987127486,0.0355625765307767,0.215231397091844,"TMEM155"
"AC079341.1",-1.08433917984572,-3.98580620045039,1.56842597168894,0.214773780676172,0.519530555263333,"AC079341.1"
"EXOSC9",0.057787074298895,4.42263760383047,0.532137345169206,0.469722144750916,0.742840892875806,"EXOSC9"
"CCNA2",-0.253460594803291,2.94725910757366,0.477460591248952,0.493605704901547,0.755623121946587,"CCNA2"
"BBS7",0.16707165068889,5.37561943270046,2.9433839455647,0.0935327629596085,0.347393776647073,"BBS7"
"TRPC3",-0.190166359902071,2.01268670125892,1.05891552183197,0.309301398540509,0.619722988573683,"TRPC3"
"AC097533.1",-0.859577491206919,-3.592862563359,1.55414175117862,0.215324693289495,0.519968688689844,"AC097533.1"
"KIAA1109",0.0736115986235349,8.09371554138777,0.319857667224941,0.57472792936874,0.807641322746917,"KIAA1109"
"IL21-AS1",0.641058578494308,-4.39642750073455,0.52518660613797,0.489404388885223,0.752997594471317,"IL21-AS1"
"CETN4P",-0.0984769967216063,-2.88580254815878,0.0420652494979773,0.838153187511128,0.939966558595515,"CETN4P"
"BBS12",9.34657475966851e-05,2.20815978865187,4.20202793267915e-07,0.999485829241363,1,"BBS12"
"FGF2",0.178283962495732,4.20602225063702,1.46161654337988,0.233374546084764,0.539578706955503,"FGF2"
"RP11-170N16.2",0.776151815070003,-4.20159439441494,0.45553401841452,0.504313039915334,0.763220420557997,"RP11-170N16.2"
"RP11-170N16.3",0.164339247647294,-0.171994932504345,0.460687642984496,0.50101764930324,0.760997507022975,"RP11-170N16.3"
"NUDT6",0.550754233439463,1.63817516943645,10.7323911286003,0.00210459610215579,0.0516569870188611,"NUDT6"
"SPATA5",0.202220928959417,2.95105262227092,3.89733088391831,0.054903964530377,0.267630117060388,"SPATA5"
"SPRY1",-1.20996069173292,1.93838362413563,11.1172836140758,0.00184815511502983,0.0484612981094885,"SPRY1"
"LINC01091",-0.858511362143889,-2.56809109513678,2.56963452247276,0.114741414412625,0.384276595760348,"LINC01091"
"RP11-93I21.3",0.368215384770537,-2.92817282694214,0.557646159870142,0.457838774705318,0.735780638864849,"RP11-93I21.3"
"ANKRD50",0.0444914316406715,6.75235438967843,0.261100014550508,0.612017018274482,0.830712116560751,"ANKRD50"
"FAT4",0.300770259521248,7.18656087008901,0.75207986468881,0.391197251267823,0.684799812485962,"FAT4"
"INTU",0.0421785982824157,4.77065267662241,0.12225575981958,0.728332172552313,0.888058750380682,"INTU"
"SLC25A31",-0.720620778990151,-3.62189729191586,1.37198369956771,0.244118661116823,0.55273208549639,"SLC25A31"
"HSPA4L",0.316255370814302,5.81666334750187,4.47568084784184,0.0402975605120499,0.230015956866458,"HSPA4L"
"RP11-50D9.1",-0.113811242742164,0.568933421671851,0.31649254637934,0.576692943714802,0.808988640912824,"RP11-50D9.1"
"RP11-50D9.3",0.939552035121712,-2.6546902913002,5.35881857282771,0.0240425678267894,0.178243527339776,"RP11-50D9.3"
"PLK4",-0.0783929297317987,2.140972999895,0.0927945564842059,0.762151674601254,0.904866400889308,"PLK4"
"RNU6-583P",-0.461005276461029,-3.90415678658272,0.447976658588753,0.505058255355311,0.763868639065822,"RNU6-583P"
"MFSD8",0.0192339363462578,4.72471042556462,0.0387779939070454,0.8448304264078,0.943347885085104,"MFSD8"
"C4orf29",-0.0579949667729727,4.0247063609603,0.50732101801562,0.480203757965395,0.748872700842497,"C4orf29"
"LARP1B",0.0803579274703249,4.4371048682292,0.82675079351108,0.368355576078265,0.668685374478633,"LARP1B"
"RP11-214O14.1",-0.605334793696153,-3.82549045293413,0.740366929274429,0.391676854100902,0.685182528761694,"RP11-214O14.1"
"FOSL1P1",-0.224906300689935,-3.70261851294858,0.0839203367605869,0.772619929800603,0.909184907280178,"FOSL1P1"
"PGRMC2",-0.23038937372825,5.28740910028459,7.82172164937282,0.00772956745966362,0.0983185784775445,"PGRMC2"
"RP11-420A23.1",-0.923200599011545,-1.08123374441489,6.27725227740967,0.0162616726157477,0.144530594091029,"RP11-420A23.1"
"RP11-184M15.1",-2.14512846200069,-3.89883641511565,5.44404077742265,0.0230954728822509,0.1745974290675,"RP11-184M15.1"
"JADE1",-0.688711209818235,3.82895080119558,18.9041136442989,8.4536742811841e-05,0.00884147069219417,"JADE1"
"SCLT1",0.0272865188427328,3.56984946179543,0.034630405607987,0.85326013464303,0.946620222961757,"SCLT1"
"C4orf33",0.164825217013854,4.49895743163232,1.29241080402615,0.261991005008682,0.573242597072544,"C4orf33"
"RP11-519M16.1",1.08207773385281,-4.36660696753125,1.03457891442688,0.330270857797014,0.63692259222193,"RP11-519M16.1"
"RP11-422J15.1",2.37512838393245,-4.1916940527861,2.68825907583903,0.109015969452004,0.374833500560205,"RP11-422J15.1"
"RP11-789C2.1",0.640893197302251,-4.3971399404996,0.566830109277464,0.473214324313674,0.744653394524928,"RP11-789C2.1"
"RP11-404I7.2",1.73801370962533,-3.73282791850913,3.3786075154784,0.0696274278400139,0.300667537724498,"RP11-404I7.2"
"RP11-404I7.1",-1.89941688527152,-4.09191812604297,4.99058259288823,0.0304607491769769,0.200653792570122,"RP11-404I7.1"
"RP11-9G1.3",-0.107826476837971,2.26114671547382,0.149684449724104,0.700811388445237,0.875779097166847,"RP11-9G1.3"
"R3HDM2P1",0.382420727355836,-2.43471276729044,0.928111235809346,0.339954553484103,0.644700551639675,"R3HDM2P1"
"PCDH10",-0.327027863301901,6.04973658843522,1.56932408255928,0.217701455542851,0.522864637406918,"PCDH10"
"RP11-427M20.1",0.640548234434819,-4.39883427588683,0.56913068463455,0.472349589109305,0.744255793593714,"RP11-427M20.1"
"PABPC4L",0.333149024334724,-0.372675910113593,0.202728538852049,0.655032905642639,0.851546432460025,"PABPC4L"
"RP11-553P9.1",-0.871137525883182,-4.00727705850588,1.65017741728118,0.203533757366102,0.506397866975425,"RP11-553P9.1"
"RP11-553P9.3",0.219222049652133,-4.28138628503294,0.0351478590796856,0.85311770418902,0.946620222961757,"RP11-553P9.3"
"RP11-775H9.3",0,-4.43374873253022,0,1,1,"RP11-775H9.3"
"RP11-775H9.2",0.355834921697179,-4.4148632828408,0.277619321075672,0.615667318182887,0.831048378132417,"RP11-775H9.2"
"TERF1P3",0.63430472644719,-3.27466025547502,1.46273180481747,0.229828161187974,0.536117436622006,"TERF1P3"
"RP11-138I17.1",1.43979791504933,-3.32620480552385,2.79702341564648,0.098462489108569,0.355648013767992,"RP11-138I17.1"
"PCDH18",0.886499658206037,5.14161227017575,4.92760559436407,0.0323646449454081,0.206016322822266,"PCDH18"
"RP11-714L20.1",1.06940053850251,-3.86545548241354,1.53522691191287,0.21871923796503,0.523939219531321,"RP11-714L20.1"
"RP13-884E18.4",0.975481456011139,-3.60626629803879,1.38208616573542,0.242768623731206,0.551141119748201,"RP13-884E18.4"
"SLC7A11-AS1",0.244529188189162,-2.29758548458155,0.398624344876075,0.530845020500174,0.779871442550144,"SLC7A11-AS1"
"SLC7A11",-0.257598729810673,2.03511384657341,0.698220703118996,0.408215010500361,0.699103334021036,"SLC7A11"
"RP11-173E2.1",-0.535001215684758,-4.02664966810419,0.529396653899436,0.469549193011681,0.74282305368485,"RP11-173E2.1"
"RP11-371F15.3",-0.406697028880632,-3.47470339859054,0.534784659300593,0.466293867580759,0.74160041233083,"RP11-371F15.3"
"CCRN4L",-0.18942250231936,3.21766749635675,4.48977129516771,0.0399999307725611,0.229181267195521,"CCRN4L"
"ELF2",0.255437508731491,6.12176509186193,9.69366670906633,0.00330849952176285,0.0653254812732284,"ELF2"
"RNU6-531P",0.0779289946652329,-1.3123114103599,0.174652647356344,0.678176312536508,0.86349281590847,"RNU6-531P"
"RN7SL382P",1.05695357042799,-2.54691920655552,7.6490623361609,0.0076048576377202,0.0978053089558474,"RN7SL382P"
"PPP1R14BP3",-0.242227063399449,3.91008106000498,4.0204799112171,0.051364739763074,0.259017659121312,"PPP1R14BP3"
"MGARP",-0.224851671970421,-1.77511117693522,0.551968284588859,0.461657937472715,0.738508267723346,"MGARP"
"NDUFC1",-0.222825951186361,4.21837340020984,7.75395906492839,0.00797764711971163,0.100082400501453,"NDUFC1"
"NAA15",-0.0488127042457636,5.87227609051541,0.431379371667859,0.514863564312807,0.771179658979918,"NAA15"
"RP11-83A24.2",0.217778082490291,2.67646980533578,4.41114880419894,0.0416951181831398,0.233618654047222,"RP11-83A24.2"
"RP11-83A24.1",0.815977728674167,-1.45282095035431,8.79857533594643,0.00493640864246376,0.0798919952738228,"RP11-83A24.1"
"RAB33B",-0.00868138686122328,3.86159624154177,0.0114532027721987,0.915278408524707,0.974857099873064,"RAB33B"
"SETD7",-0.0138975472301053,5.88706115384957,0.0429670582245909,0.836780045380488,0.939540064927313,"SETD7"
"FTH1P24",0.0664426073953677,-3.47285494360834,0.0105394339454013,0.918437975503577,0.975867458811726,"FTH1P24"
"RP11-342I1.2",-0.0265302694110055,-0.979963133566335,0.0146717543702867,0.90417598690407,0.970210562472262,"RP11-342I1.2"
"RP11-308D13.3",-0.408494189446421,-2.262958787216,0.845315325796662,0.362646593970851,0.664152304149326,"RP11-308D13.3"
"MGST2",-0.710531170298176,0.648257636064928,12.9477111005354,0.000833056022742003,0.0316233313829858,"MGST2"
"H3F3AP6",0.132694452561616,2.86507628013537,1.03171829227561,0.31551966443513,0.624730567778786,"H3F3AP6"
"MAML3",-0.129616387922452,7.22518360573596,1.47256460203009,0.231660937856452,0.537799211380863,"MAML3"
"RP11-392B6.1",-0.470264585240633,-1.81361704378138,1.24445030669605,0.270905741117937,0.5823292907488,"RP11-392B6.1"
"SCOC",-0.171730291246007,6.87223146375397,3.78729708231713,0.0582928706447406,0.275789920881545,"SCOC"
"RP11-425I13.3",0.263530639668683,0.36646235919262,2.44488791185462,0.125367280575365,0.403892087596833,"RP11-425I13.3"
"RP11-425I13.1",0.155335469713866,-1.49437348877662,0.444790221847356,0.508515600216319,0.766697702625191,"RP11-425I13.1"
"CLGN",0.0989620465242607,5.16020521539629,0.681283457714164,0.413766966498621,0.70351641568062,"CLGN"
"ELMOD2",0.101842616171216,6.0617887335169,1.13203301653967,0.293366514636614,0.604977360599227,"ELMOD2"
"UCP1",0.460870924739307,-2.13106052987386,2.05648121340071,0.158360778521944,0.45209279731038,"UCP1"
"RN7SL152P",-0.61099590985266,-3.11142120953571,1.76853401968887,0.187537709952435,0.488223026904639,"RN7SL152P"
"TBC1D9",0.0981683726335688,7.61726999175819,0.65608726955387,0.422469273327373,0.709342284042931,"TBC1D9"
"TNRC18P1",0.22115118726663,0.276565804525356,2.03039164573987,0.161528457697621,0.456082736104552,"TNRC18P1"
"RP11-102N12.3",0.171042027168576,3.42483387000809,1.37809329936025,0.246981112472694,0.556933200344145,"RP11-102N12.3"
"RNF150",-0.0518989817756083,7.13047649099021,0.260204203609712,0.612626241624632,0.831048378132417,"RNF150"
"ZNF330",0.111901301475062,4.83053679875861,1.46352923970856,0.23307397181769,0.539226971000807,"ZNF330"
"RP11-362F19.1",1.62301597222806,-0.802757571420989,9.76833087377303,0.00319766894868671,0.0642714318113939,"RP11-362F19.1"
"IL15",1.38270328559596,-0.600426680759481,12.4796208494887,0.00101361384141997,0.0352328389189527,"IL15"
"INPP4B",0.478737401389419,4.48483334441075,2.66147288799488,0.110713893318218,0.378087609573962,"INPP4B"
"RP11-223C24.2",1.6252696673768,-3.8966749135392,2.29364229959809,0.133817340476854,0.416675799801371,"RP11-223C24.2"
"RP11-284M14.1",0.0970184486694029,-1.05361166848482,0.154641526394861,0.69615699777597,0.873228634215704,"RP11-284M14.1"
"USP38",-0.00632156389323901,5.6104121644416,0.00676156398063536,0.934851942624279,0.982542231391247,"USP38"
"AC097658.1",0.207629292200928,-0.352170361646625,1.17582710957185,0.284393795676872,0.595295503853391,"AC097658.1"
"GAB1",0.356199590371709,5.18679520234619,7.15618391453066,0.0105717045290408,0.115122075747512,"GAB1"
"RP11-364L4.1",-0.0760854324192489,-3.44747381592046,0.0256170034574856,0.873165727100348,0.955099306121335,"RP11-364L4.1"
"RP11-58H15.1",0.77536384229326,-3.21097903225428,1.47957547616289,0.227347196119175,0.533427367547368,"RP11-58H15.1"
"SMARCA5",0.0523025330830053,8.03488727218871,0.305542796255784,0.583332055540776,0.812797650224262,"SMARCA5"
"SMARCA5-AS1",-0.0353203810475544,-1.99077394109514,0.0226414238307858,0.881091624107257,0.958920247637629,"SMARCA5-AS1"
"GUSBP5",-0.12355787625075,1.46067819814133,0.256453124000321,0.615193328925368,0.831048378132417,"GUSBP5"
"FREM3",-0.557462957755965,4.71380601456986,1.60751654992962,0.212454114045082,0.517218942914399,"FREM3"
"RP13-578N3.3",0.230754356720373,-0.51557325696423,0.572601356783949,0.453463711258538,0.732809318009679,"RP13-578N3.3"
"RP11-780M14.1",1.30206324301929,-3.69082729380102,2.81047961444163,0.0972070066089625,0.353381972641674,"RP11-780M14.1"
"GYPE",-0.180522299419627,0.129458064190706,0.0769269761973031,0.782967300011641,0.913832153514986,"GYPE"
"RP11-673E1.3",0.926768010973896,-0.67131024349647,1.47624050793198,0.231676303886232,0.537799211380863,"RP11-673E1.3"
"RP11-673E1.1",0.36375166485443,1.0186251736496,2.40852364750034,0.128120933881612,0.407972934110469,"RP11-673E1.1"
"RP11-673E1.4",0.706938741955235,-2.1161614826472,2.9043033651228,0.0950002675992418,0.349689910453033,"RP11-673E1.4"
"GYPB",0.261415386009407,-1.148901286784,0.246368784498997,0.622330367279625,0.834294145501493,"GYPB"
"GYPA",-0.169408155959691,-1.20258442889431,0.0996410702966911,0.753902318691204,0.902397176227601,"GYPA"
"HHIP-AS1",0.292665040899341,1.20081927128595,2.82457562330648,0.100194659373743,0.358768839157464,"HHIP-AS1"
"HHIP",-0.24383405481226,2.95195148534732,0.525095888116638,0.47290342609638,0.744533329623258,"HHIP"
"HSPD1P5",-0.566306739476599,-3.53406608482093,0.912835989247801,0.341565272916691,0.64612492193202,"HSPD1P5"
"RP13-539F13.3",-0.659264024485102,-3.60916365521397,1.19420302745426,0.27696943352889,0.588334385829036,"RP13-539F13.3"
"ANAPC10",0.128158353668628,2.25882135948129,2.05920886421582,0.158629123544964,0.452477139064483,"ANAPC10"
"ABCE1",0.00193015733608785,5.83345830416257,0.000751607691338611,0.978257047124224,0.998706454782828,"ABCE1"
"OTUD4",0.242183142233331,6.4477616595909,6.74241508982949,0.0128873641527957,0.127702812129519,"OTUD4"
"RP11-142A22.4",0,-4.43374873253022,0,1,1,"RP11-142A22.4"
"RTN3P1",0.0511713100728959,5.01587972384281,0.328194558286339,0.569751143061768,0.804287450191862,"RTN3P1"
"SMAD1",0.490014823224994,5.48713907066873,9.640399768358,0.00338732341016259,0.0659499568563901,"SMAD1"
"SMAD1-AS2",0.686499226713629,-2.57490160160348,2.12639670073915,0.150385890897052,0.441003880787523,"SMAD1-AS2"
"SMAD1-AS1",2.04706890543171,-3.89325373305067,3.35724605720523,0.070671946147371,0.30273751797859,"SMAD1-AS1"
"MMAA",0.123517724397013,2.68772930183655,1.26103633305783,0.267776985254285,0.578865538490575,"MMAA"
"RP11-557J10.3",0.22836041191826,-3.44933484372438,0.121866575847063,0.727774134091292,0.887999897779779,"RP11-557J10.3"
"RP11-557J10.4",0.00874488206861749,-3.30635216909083,0.000325185043967676,0.985653369834878,1,"RP11-557J10.4"
"C4orf51",0.109308559719947,-3.80129843887395,0.0254201430059133,0.873645179471099,0.955376016578457,"C4orf51"
"ZNF827",-0.00233546841204496,6.38865994488235,0.00147094119965944,0.969586438016017,0.995172513484511,"ZNF827"
"RP11-181K12.2",0.458844435533259,-2.04980842152103,1.55036311635729,0.219524800858306,0.524704543846254,"RP11-181K12.2"
"LSM6",-0.277631677151483,3.16178657939773,6.75709098115213,0.0127968476533174,0.127053609225214,"LSM6"
"RP11-6L6.2",0.160551727233361,-3.98485304222594,0.0345760072888278,0.852993963989953,0.946620222961757,"RP11-6L6.2"
"SLC10A7",0.126370831671867,3.01246662959292,1.35060247088916,0.25167604521711,0.5625454694623,"SLC10A7"
"POU4F2",1.58569088756034,0.537410534035511,5.67118936682865,0.022189942116806,0.170899197176863,"POU4F2"
"TTC29",0.16634046170746,-1.44670246319273,0.314864848881784,0.577738201953039,0.809605975471688,"TTC29"
"RP11-292D4.1",-0.463153227803076,-4.19810071307039,0.210921373361783,0.649102084978474,0.848876111674814,"RP11-292D4.1"
"EDNRA",-1.46149464136593,3.21436456915516,5.87721726424277,0.0201689107848514,0.162327744396943,"EDNRA"
